City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
328,wellington,-41.2866,174.7756,21.81,60,2,3.09,NZ,1673929928
329,berberati,4.2612,15.7922,17.91,36,99,0.92,CF,1673929932
330,parana,-31.732,-60.5238,28.09,51,0,3.21,AR,1673929749
331,kholodnyy,62.7167,147.95,-37.38,99,95,1.15,RU,1673929934
332,butaritari,3.0707,172.7902,27.18,79,21,6.44,KI,1673929936
333,ukiah,39.1502,-123.2078,6.68,90,64,0.45,US,1673929937
334,xiaolingwei,32.0333,118.85,4.99,30,2,3.11,CN,1673929939
335,evensk,61.95,159.2333,-18.14,77,100,3.45,RU,1673929940
336,hambantota,6.1241,81.1185,27.19,94,40,2.57,LK,1673929942
337,yenagoa,4.9247,6.2642,23.25,95,47,1.45,NG,1673929943
338,ancud,-41.8697,-73.8203,10.78,88,96,1.04,CL,1673929944
339,noumea,-22.2763,166.4572,29.99,68,99,7.59,NC,1673929166
340,vila velha,-20.3297,-40.2925,23.97,95,75,1.03,BR,1673929949
341,erenhot,43.6475,111.9767,-12.62,62,6,6.62,CN,1673929950
342,kirovskiy,45.0917,133.5136,-11.67,73,8,2.23,RU,1673929952
343,bonito,-21.1211,-56.4819,21.99,85,26,0.72,BR,1673929954
344,alamosa,37.4695,-105.87,-4.01,86,0,5.14,US,1673929955
345,taoudenni,22.6783,-3.9836,15.88,26,65,3.37,ML,1673929957
346,hirara,24.8,125.2833,19.92,63,75,5.14,JP,1673929960
347,balikpapan,-1.2675,116.8289,30.55,66,20,1.54,ID,1673929664
348,kalakamati,-20.5929,27.3121,19.87,75,34,5.73,BW,1673929962
349,kavieng,-2.5744,150.7967,28.48,69,100,4.34,PG,1673929964
350,zarand,30.8127,56.564,8.22,64,99,1.1,IR,1673929965
351,hun,29.1268,15.9477,10.43,44,0,2.8,LY,1673929966
352,turgutlu,38.4953,27.6997,8.86,78,89,2.69,TR,1673929967
353,kavali,14.9167,79.9833,25.32,60,6,1.51,IN,1673929969
354,barranca,-10.75,-77.7667,21.23,76,94,2.85,PE,1673929970
355,siocon,7.7061,122.1353,28.04,79,99,0.52,PH,1673929971
356,puerto del rosario,28.5004,-13.8627,17.86,63,0,5.66,ES,1673929973
357,tortoli,39.9256,9.6572,12.9,50,75,10.29,IT,1673929974
358,san carlos de bariloche,-41.1456,-71.3082,14.86,47,0,3.09,AR,1673929835
