City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
119,kapaa,22.0752,-159.319,21.18,83,0,3.09,US,1674556333
120,weligama,5.9667,80.4167,25.47,85,99,1.03,LK,1674556550
121,xiazhen,34.8022,117.1117,-6.98,23,0,2.56,CN,1674556553
122,victor harbor,-35.5667,138.6167,17.22,82,12,4.95,AU,1674556554
123,nautla,20.2167,-96.7833,20.21,87,91,1.29,MX,1674556557
124,melbu,68.5044,14.8297,2.9,70,75,11.32,NO,1674556558
125,camacha,33.0833,-16.3333,14.68,63,75,5.66,PT,1674556559
126,aguimes,27.9054,-15.4461,17.59,59,40,7.2,ES,1674556561
127,port elizabeth,-33.918,25.5701,24.62,69,75,9.83,ZA,1674556562
128,indramayu,-6.3264,108.32,26.97,84,98,5.87,ID,1674556563
129,altay,47.8667,88.1167,-15.68,96,100,0.92,CN,1674556565
130,butaritari,3.0707,172.7902,27.27,80,98,8.13,KI,1674556566
131,leningradskiy,69.3833,178.4167,-30.94,92,19,3.96,RU,1674556568
132,dikson,73.5069,80.5464,-20.67,95,100,15.99,RU,1674556569
133,ban nahin,18.2418,104.2122,16.51,52,3,3.39,LA,1674556572
134,clyde river,70.4692,-68.5914,-29.87,76,100,5.14,CA,1674556354
135,gigmoto,13.7796,124.39,24.71,88,9,6.18,PH,1674556574
136,barrow,71.2906,-156.7887,-20.99,77,100,10.8,US,1674556576
137,shar,49.5886,81.0453,-12.68,97,97,2.18,KZ,1674556577
138,mahebourg,-20.4081,57.7,28.16,65,75,4.12,MU,1674556579
139,kavaratti,10.5669,72.642,26.5,74,91,5.9,IN,1674556580
140,sorland,67.667,12.6934,3.92,67,98,11.05,NO,1674556581
141,emet,39.343,29.2585,10.54,52,33,1.89,TR,1674556583
142,prince rupert,54.3161,-130.3201,6.83,93,100,4.12,CA,1674556584
143,maniitsoq,65.4167,-52.9,-4.31,94,100,0.13,GL,1674556585
144,waingapu,-9.6567,120.2641,26.92,77,99,1.58,ID,1674556587
145,mandalgovi,45.7625,106.2708,-20.58,75,98,2.08,MN,1674556588
146,jodhpur,26.2867,73.03,22.52,27,0,3.24,IN,1674556589
147,solnechnyy,50.7214,136.6319,-34.66,96,90,1.71,RU,1674556590
148,tabasalu,59.4303,24.5331,1.73,100,100,6.71,EE,1674556592
149,lerwick,60.1545,-1.1494,10.0,96,100,10.96,GB,1674556593
150,sehithwa,-20.4667,22.7167,32.87,29,27,3.63,BW,1674556594
151,alta floresta,-9.8756,-56.0861,21.47,99,100,1.2,BR,1674556596
152,lenger,42.183,69.8839,-5.31,89,67,0.67,KZ,1674556597
153,bengkulu,-3.8004,102.2655,24.19,93,100,5.02,ID,1674556598
154,faya,18.3851,42.4509,19.06,56,17,4.7,SA,1674556600
155,avera,33.194,-82.5271,-2.27,75,0,1.28,US,1674556601
156,seminole,28.7086,-81.2081,11.3,85,0,3.6,US,1674556304
157,anapskaya,44.89,37.38,10.13,53,0,3.0,RU,1674556604
158,yashkul,46.1711,45.3435,4.02,37,0,7.23,RU,1674556605
159,seddon,-37.8068,144.8916,22.08,71,0,3.6,AU,1674556607
160,krasnoselkup,65.7,82.4667,-31.93,97,12,2.87,RU,1674556610
161,berlevag,70.8578,29.0864,1.0,86,40,16.46,NO,1674556611
162,dillon,34.4166,-79.3712,-0.81,72,0,1.16,US,1674556613
163,shanhetun,44.7,127.2,-26.56,87,68,2.83,CN,1674556614
164,buala,-8.145,159.5921,26.0,83,100,0.82,SB,1674556615
165,kaitangata,-46.2817,169.8464,10.82,85,13,2.97,NZ,1674556617
166,almaznyy,48.0448,40.045,1.58,51,7,6.84,RU,1674556618
167,lilongwe,-13.9669,33.7873,23.11,73,75,4.12,MW,1674556619
168,nikolskoye,59.7035,30.7861,-2.06,89,100,5.02,RU,1674556621
169,wajir,1.7471,40.0573,33.98,33,40,1.54,KE,1674556622
170,oranjemund,-28.55,16.4333,22.12,58,3,6.81,NA,1674556624
171,port hardy,50.6996,-127.4199,5.1,100,100,3.6,CA,1674556625
172,tocache,-8.1842,-76.5125,18.95,97,97,0.23,PE,1674556627
173,mar del plata,-38.0023,-57.5575,19.41,83,0,5.36,AR,1674556629
174,thompson,55.7435,-97.8558,-34.91,75,0,0.0,CA,1674556631
175,yzeure,46.5644,3.355,2.55,78,100,1.1,FR,1674556632
176,puerto asis,0.5133,-76.5007,20.23,99,100,0.75,CO,1674556634
177,mersing,2.4312,103.8405,21.95,100,40,4.12,MY,1674556636
178,mount gambier,-37.8333,140.7667,13.32,89,26,2.5,AU,1674556638
179,kulhudhuffushi,6.6221,73.07,25.2,76,100,0.89,MV,1674556639
180,lorengau,-2.0226,147.2712,26.03,82,100,1.58,PG,1674556641
181,buchanan,5.8808,-10.0467,28.87,67,89,1.91,LR,1674556643
182,horqueta,-23.3428,-57.0597,24.81,81,100,1.84,PY,1674556644
183,buraydah,26.326,43.975,18.25,43,85,5.12,SA,1674556378
184,karratha,-20.7377,116.8463,29.31,68,65,4.13,AU,1674556648
185,labuan,5.2767,115.2417,27.2,83,40,6.26,MY,1674556649
186,invermere,50.5167,-116.0354,-14.63,98,87,0.3,CA,1674556509
187,ternate,0.8,127.4,26.88,81,100,3.16,ID,1674556652
188,longyearbyen,78.2186,15.6401,-3.09,86,75,9.77,SJ,1674556653
189,manaquiri,-3.3167,-60.35,25.25,96,95,0.86,BR,1674556654
190,saint george,37.1041,-113.5841,1.33,65,0,1.54,US,1674556494
191,nyurba,63.2842,118.3319,-29.04,99,100,0.71,RU,1674556657
192,komsomolskiy,40.4272,71.7189,0.4,47,10,1.03,UZ,1674556659
193,rio gallegos,-51.6226,-69.2181,7.03,61,0,3.6,AR,1674556661
194,isla mujeres,21.2311,-86.731,23.03,80,8,6.46,MX,1674556662
195,koutiala,12.3917,-5.4642,33.95,14,36,3.42,ML,1674556663
196,katsuura,35.1333,140.3,5.53,52,79,10.08,JP,1674556458
197,rusape,-18.5278,32.1284,23.46,64,94,1.61,ZW,1674556666
198,petropavlovsk-kamchatskiy,53.0452,158.6483,-17.67,66,20,4.0,RU,1674556667
199,zhangye,38.9342,100.4517,-12.36,54,15,1.06,CN,1674556668
200,hofn,64.2539,-15.2082,4.96,97,100,3.39,IS,1674556671
201,hambantota,6.1241,81.1185,29.19,84,75,1.54,LK,1674556672
202,puerto del rosario,28.5004,-13.8627,17.86,63,40,8.23,ES,1674556674
203,carroll,39.5501,-77.0164,1.7,68,47,3.13,US,1674556383
204,nabire,-3.3667,135.4833,25.02,90,100,1.58,ID,1674556677
205,quelimane,-17.8786,36.8883,31.97,62,75,7.72,MZ,1674556678
206,asau,46.4333,26.4,-0.4,69,97,2.62,RO,1674556680
207,hithadhoo,-0.6,73.0833,27.19,76,76,6.78,MV,1674556681
208,margate,51.3813,1.3862,5.5,81,90,1.79,GB,1674556683
209,ati,13.2154,18.3353,33.2,7,99,3.97,TD,1674556684
210,natchitoches,31.7668,-93.1335,6.47,81,40,1.54,US,1674556686
211,arlit,18.7369,7.3853,31.81,7,2,3.62,NE,1674556687
212,saint-augustin,51.226,-58.6502,-1.2,94,100,10.41,CA,1674556689
213,palmer,42.1584,-72.3287,0.78,79,100,3.09,US,1674556648
214,monywa,22.1167,95.1333,25.88,28,68,1.92,MM,1674556692
215,namibe,-15.1961,12.1522,24.84,77,88,3.91,AO,1674556693
216,chokurdakh,70.6333,147.9167,-30.42,92,100,0.7,RU,1674556695
217,qianan,44.9932,124.0581,-18.68,43,0,3.89,CN,1674556696
218,pedernales,18.0384,-71.744,23.13,46,28,2.0,DO,1674556697
219,jumla,29.2747,82.1838,5.97,96,100,2.23,NP,1674556699
220,teya,60.3778,92.6267,-25.3,100,98,1.26,RU,1674556700
221,gamba,-2.65,10.0,28.64,68,74,3.36,GA,1674556702
222,otjimbingwe,-22.35,16.1333,29.14,40,97,2.28,NA,1674556703
